Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
1005,4,2013-05-23,4686,758,1,0,0,0,a,a,6480.0,,,0,,,
957,3,2013-11-06,8116,861,1,1,0,0,d,c,1420.0,11.0,2012.0,0,,,
161,4,2014-09-18,6984,800,1,1,0,0,a,c,2970.0,3.0,2005.0,0,,,
1020,5,2014-01-24,8982,1083,1,1,0,0,a,a,40.0,8.0,2015.0,0,,,
302,6,2014-11-08,4071,363,1,0,0,0,d,c,2190.0,12.0,2007.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
37,3,2014-12-17,10513,943,1,1,0,0,c,a,4230.0,12.0,2014.0,0,,,
189,6,2014-02-22,6574,695,1,0,0,0,d,a,5760.0,7.0,2014.0,0,,,
470,4,2013-01-31,11937,1664,1,0,0,0,a,c,50.0,,,0,,,
23,6,2013-05-25,4033,419,1,0,0,0,d,a,4060.0,8.0,2005.0,0,,,
1054,6,2014-01-25,3626,387,1,0,0,0,a,c,13190.0,,,1,45.0,2013.0,"Feb,May,Aug,Nov"
177,2,2015-03-24,3705,510,1,0,0,0,a,a,1250.0,2.0,2004.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
373,3,2013-04-17,2641,212,1,0,0,0,d,c,11120.0,,,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
295,4,2013-09-19,4092,578,1,0,0,0,a,a,210.0,11.0,2000.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec"
11,4,2013-01-03,7375,1123,1,0,0,1,a,c,960.0,11.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
1012,1,2013-01-28,4308,446,1,0,0,0,d,c,6330.0,6.0,2004.0,1,39.0,2010.0,"Jan,Apr,Jul,Oct"
1033,2,2013-11-12,11464,1172,1,0,0,0,a,a,7680.0,3.0,2006.0,0,,,
122,7,2013-10-20,2128,337,1,0,0,0,a,c,58260.0,4.0,2013.0,0,,,
803,1,2013-03-11,4949,436,1,0,0,0,d,a,1760.0,,,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
888,1,2014-01-06,9730,828,1,1,0,1,d,a,4450.0,6.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
590,6,2014-05-03,5579,462,1,0,0,0,d,c,4520.0,9.0,2010.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
497,4,2013-03-14,6751,921,1,0,0,0,a,c,1610.0,,,0,,,
138,3,2013-04-17,5396,652,1,0,0,0,a,c,25360.0,10.0,2014.0,0,,,
105,5,2013-08-16,4543,422,1,1,0,1,a,c,6190.0,,,1,23.0,2013.0,"Mar,Jun,Sept,Dec"
260,6,2013-09-28,6185,885,1,0,0,0,a,a,540.0,10.0,2011.0,0,,,
940,6,2013-01-19,4777,497,1,0,0,0,d,c,6470.0,9.0,2012.0,0,,,
1047,2,2013-12-31,3596,410,1,0,0,1,a,a,3750.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
883,4,2015-07-23,3474,389,1,0,0,1,a,a,3200.0,6.0,2005.0,0,,,
823,3,2013-09-11,5290,544,1,1,0,0,a,c,16210.0,11.0,2010.0,0,,,
258,3,2015-07-22,4355,405,1,0,0,0,a,a,27190.0,7.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
360,3,2015-04-22,5748,683,1,0,0,0,a,a,2040.0,6.0,2007.0,0,,,
350,6,2015-01-03,5521,482,1,0,0,1,d,a,8880.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
357,3,2015-06-24,6832,895,1,0,0,0,a,a,2060.0,10.0,2008.0,0,,,
843,2,2014-01-21,9246,1035,1,1,0,0,c,a,60.0,4.0,2006.0,0,,,
782,5,2013-07-19,5568,539,1,1,0,1,c,c,5390.0,8.0,2003.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
606,6,2015-01-10,3579,382,1,0,0,0,a,a,2260.0,11.0,2007.0,0,,,
1045,5,2015-02-13,7187,892,1,0,0,0,a,c,26990.0,12.0,2013.0,0,,,
599,6,2015-04-04,15335,1312,1,0,0,0,d,c,580.0,11.0,2014.0,0,,,
641,1,2014-03-10,4994,533,1,0,0,0,a,c,610.0,12.0,2003.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec"
78,3,2014-09-24,2650,410,1,0,0,0,a,a,3510.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
370,3,2013-04-10,9214,677,1,1,0,0,d,a,8250.0,10.0,2000.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct"
682,1,2013-09-23,14035,1901,1,1,0,0,b,a,150.0,9.0,2006.0,0,,,
503,4,2015-05-21,7903,562,1,1,0,1,d,c,13080.0,9.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
936,3,2015-02-25,5447,768,1,0,0,0,a,a,580.0,2.0,2008.0,0,,,
1087,3,2013-01-30,4210,428,1,0,0,0,d,c,2210.0,11.0,2011.0,0,,,
1088,3,2013-11-13,4314,466,1,0,0,0,a,a,4300.0,3.0,2009.0,1,27.0,2013.0,"Jan,Apr,Jul,Oct"
121,4,2013-11-07,5587,560,1,1,0,0,a,a,3570.0,11.0,2009.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec"
467,6,2014-10-25,11730,1496,1,0,0,0,a,c,20390.0,4.0,2008.0,0,,,
584,6,2015-02-21,4524,432,1,0,0,0,d,a,1360.0,,,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
562,3,2015-06-10,16795,2913,1,0,0,0,b,c,1210.0,,,0,,,
247,4,2014-06-12,7348,660,1,0,0,0,d,c,70.0,11.0,2010.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
195,5,2013-11-22,11480,1375,1,1,0,0,a,c,220.0,,,0,,,
228,4,2013-03-28,11061,807,1,1,0,1,d,c,10800.0,,,1,18.0,2011.0,"Feb,May,Aug,Nov"
781,6,2013-06-22,3108,468,1,0,0,0,a,a,630.0,4.0,2007.0,0,,,
405,5,2013-06-07,4483,502,1,1,0,0,a,a,1080.0,4.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
707,4,2013-05-16,7600,849,1,1,0,0,a,c,2900.0,7.0,1990.0,0,,,
143,4,2014-05-08,6994,610,1,1,0,0,d,a,2930.0,12.0,2002.0,0,,,
400,1,2013-01-14,6649,1091,1,0,0,0,a,a,70.0,11.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
288,2,2015-03-03,6428,457,1,1,0,0,d,a,800.0,,,1,14.0,2011.0,"Mar,Jun,Sept,Dec"
1080,6,2013-05-25,9251,767,1,0,0,0,a,a,2410.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
414,3,2014-04-09,5100,399,1,0,0,0,d,c,6210.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
344,5,2014-01-24,7101,920,1,1,0,0,a,c,300.0,4.0,2011.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
548,2,2013-12-10,4178,378,1,0,0,0,d,c,3760.0,2.0,2009.0,0,,,
286,1,2013-10-07,9379,707,1,1,0,0,a,a,1460.0,4.0,2015.0,0,,,
762,1,2014-01-20,5391,477,1,1,0,0,d,c,1280.0,,,1,10.0,2013.0,"Mar,Jun,Sept,Dec"
830,1,2013-10-21,8295,651,1,1,0,1,a,c,6320.0,,,1,5.0,2011.0,"Jan,Apr,Jul,Oct"
524,4,2014-03-27,7368,849,1,0,0,0,a,c,40860.0,9.0,2013.0,0,,,
417,4,2015-05-21,7947,779,1,1,0,0,a,c,840.0,,,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
912,2,2013-05-21,5365,775,1,0,0,0,c,c,3100.0,5.0,2010.0,0,,,
156,4,2015-03-12,5784,687,1,0,0,0,a,a,2020.0,2.0,2011.0,1,14.0,2011.0,"Mar,Jun,Sept,Dec"
453,3,2014-08-20,13085,1558,1,1,0,1,a,c,75860.0,,,0,,,
40,1,2014-07-28,6342,769,1,1,0,1,a,a,180.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
410,4,2013-11-14,3933,586,1,0,0,0,c,a,40.0,11.0,2011.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
600,2,2013-02-05,6039,550,1,1,0,0,d,c,17340.0,6.0,2010.0,1,9.0,2011.0,"Feb,May,Aug,Nov"
453,3,2013-05-22,7157,926,1,0,0,0,a,c,75860.0,,,0,,,
563,3,2013-12-18,8891,1070,1,1,0,0,a,a,700.0,3.0,2015.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
1057,2,2013-04-02,5298,574,1,0,0,1,d,c,3230.0,11.0,2011.0,0,,,
161,1,2013-05-13,8174,893,1,1,0,0,a,c,2970.0,3.0,2005.0,0,,,
122,4,2014-11-06,6633,748,1,1,0,0,a,c,58260.0,4.0,2013.0,0,,,
357,3,2015-01-21,5552,801,1,0,0,0,a,a,2060.0,10.0,2008.0,0,,,
939,3,2014-10-08,5738,539,1,1,0,1,d,a,1340.0,,,0,,,
199,6,2013-08-10,6844,565,1,0,0,0,d,c,6360.0,12.0,2010.0,1,14.0,2012.0,"Mar,Jun,Sept,Dec"
439,3,2015-05-27,6000,765,1,0,0,0,a,a,1350.0,9.0,2009.0,0,,,
259,4,2013-12-05,14711,2651,1,1,0,0,b,b,210.0,,,0,,,
847,4,2014-03-20,6111,928,1,1,0,0,c,c,190.0,,,1,31.0,2013.0,"Feb,May,Aug,Nov"
856,6,2015-06-06,6310,820,1,0,0,0,a,a,3020.0,2.0,2010.0,0,,,
672,5,2014-07-18,8527,1335,1,1,0,0,c,a,240.0,9.0,2002.0,0,,,
96,3,2015-01-21,3541,494,1,0,0,0,a,a,8780.0,2.0,2005.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
80,2,2014-01-07,8555,612,1,1,0,1,d,a,7910.0,,,0,,,
32,4,2014-05-15,3257,413,1,0,0,0,a,a,2910.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
1005,5,2013-08-23,5161,844,1,0,0,1,a,a,6480.0,,,0,,,
1113,4,2015-07-30,7491,716,1,1,0,1,a,c,9260.0,,,0,,,
61,6,2015-05-09,4781,589,1,0,0,0,a,c,350.0,12.0,2007.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
319,4,2014-10-09,7794,850,1,1,0,0,a,c,570.0,9.0,2012.0,1,27.0,2012.0,"Mar,Jun,Sept,Dec"
960,4,2015-03-19,6842,574,1,1,0,0,d,a,8990.0,,,1,31.0,2009.0,"Feb,May,Aug,Nov"
291,3,2013-02-13,6318,715,1,0,0,1,d,a,,,,0,,,
265,2,2014-12-02,7367,628,1,1,0,0,a,a,4580.0,,,1,14.0,2015.0,"Jan,Apr,Jul,Oct"
370,1,2015-01-05,10237,757,1,1,0,1,d,a,8250.0,10.0,2000.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct"
969,1,2015-01-05,4920,737,1,1,0,1,a,c,600.0,11.0,1999.0,1,10.0,2013.0,"Jan,Apr,Jul,Oct"
300,1,2014-09-08,6994,963,1,0,0,0,a,c,120.0,4.0,2009.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
229,5,2013-05-10,10009,898,1,0,0,0,d,c,17410.0,4.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
1063,2,2013-07-23,2477,369,1,0,0,1,a,c,6250.0,,,0,,,
108,5,2015-01-16,12579,969,1,1,0,0,d,c,2190.0,9.0,2003.0,0,,,
877,5,2014-08-29,7027,968,1,0,0,0,a,c,29190.0,,,0,,,
720,6,2013-02-16,5475,635,1,0,0,0,a,c,15320.0,3.0,2011.0,1,14.0,2013.0,"Feb,May,Aug,Nov"
703,4,2015-05-07,3290,363,1,1,0,0,a,a,80.0,6.0,2005.0,0,,,
885,2,2015-07-28,5700,733,1,1,0,1,a,a,480.0,12.0,2005.0,0,,,
761,4,2013-02-07,9182,1046,1,1,0,1,a,a,2390.0,9.0,2012.0,0,,,
501,1,2013-09-02,4649,568,1,0,0,1,a,c,1620.0,9.0,2006.0,0,,,
960,6,2013-07-13,5597,506,1,0,0,1,d,a,8990.0,,,1,31.0,2009.0,"Feb,May,Aug,Nov"
468,2,2014-02-04,7164,723,1,1,0,0,c,c,5260.0,9.0,2012.0,0,,,
235,6,2014-06-07,3753,356,1,0,0,0,a,a,5710.0,3.0,2012.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
653,6,2013-01-26,4342,386,1,0,0,0,d,c,7520.0,7.0,2014.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
355,6,2014-02-22,5873,777,1,0,0,0,a,c,9720.0,8.0,2013.0,0,,,
250,1,2015-07-06,7986,646,1,0,0,0,d,a,3520.0,,,1,18.0,2012.0,"Feb,May,Aug,Nov"
326,3,2014-08-27,3139,300,1,0,0,1,d,a,10070.0,5.0,2015.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
387,6,2014-02-01,8289,1122,1,0,0,0,c,a,210.0,,,1,36.0,2013.0,"Mar,Jun,Sept,Dec"
559,2,2014-02-11,5290,757,1,0,0,1,d,a,3910.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
480,6,2013-03-09,2376,323,1,0,0,0,a,a,300.0,11.0,2012.0,0,,,
496,2,2014-10-28,5600,662,1,0,0,1,d,c,2780.0,6.0,2015.0,0,,,
448,1,2015-06-22,7470,653,1,0,0,0,a,c,3970.0,9.0,2009.0,0,,,
691,2,2014-06-17,9883,685,1,1,0,0,d,c,3030.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
424,4,2015-07-02,7291,775,1,1,0,1,d,c,1250.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
727,6,2015-03-28,3033,311,1,0,0,0,a,a,2050.0,3.0,2007.0,0,,,
1063,6,2015-02-28,4190,496,1,0,0,0,a,c,6250.0,,,0,,,
310,1,2013-07-22,7746,718,1,0,0,1,a,c,2290.0,,,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
290,2,2014-01-28,5246,607,1,0,0,0,a,a,4150.0,5.0,2001.0,0,,,
182,2,2015-07-28,5938,420,1,1,0,1,d,c,1390.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
981,1,2014-12-08,7724,770,1,0,0,0,d,c,2620.0,11.0,2002.0,0,,,
254,6,2013-09-28,3133,277,1,0,0,0,d,a,330.0,3.0,2008.0,1,1.0,2012.0,"Mar,Jun,Sept,Dec"
783,2,2013-12-17,10998,858,1,1,0,0,d,c,15490.0,,,0,,,
502,3,2014-12-17,13522,1657,1,1,0,0,a,a,220.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
1036,3,2015-02-04,4969,458,1,1,0,0,d,c,9560.0,,,1,36.0,2013.0,"Jan,Apr,Jul,Oct"
733,3,2013-08-07,12240,2990,1,0,0,1,b,b,860.0,10.0,1999.0,0,,,
377,4,2015-02-12,6980,994,1,0,0,0,a,c,100.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov"
74,6,2013-03-02,5698,759,1,0,0,0,a,a,330.0,,,0,,,
386,3,2014-01-22,11163,741,1,1,0,0,d,c,1460.0,4.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
556,5,2014-01-10,7996,898,1,1,0,0,d,c,1140.0,11.0,2014.0,0,,,
1028,6,2015-03-14,3116,372,1,0,0,0,a,a,150.0,,,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
274,1,2013-03-04,3171,811,1,1,0,0,b,b,3640.0,,,1,10.0,2013.0,"Jan,Apr,Jul,Oct"
1041,5,2015-04-24,5116,582,1,0,0,0,c,a,1600.0,8.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
309,5,2014-05-23,8013,651,1,1,0,0,d,a,8740.0,,,1,37.0,2009.0,"Feb,May,Aug,Nov"
307,6,2015-05-30,1324,164,1,0,0,0,a,a,18660.0,9.0,2002.0,0,,,
391,2,2015-07-14,6405,742,1,1,0,1,a,a,460.0,11.0,2014.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
900,5,2013-09-20,5318,531,1,0,0,0,a,a,3920.0,4.0,2005.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
741,6,2014-09-06,5940,796,1,0,0,1,d,c,11900.0,,,0,,,
75,6,2013-12-21,9786,952,1,0,0,0,d,c,22440.0,12.0,2013.0,0,,,
154,6,2014-05-10,9713,846,1,0,0,0,d,c,16420.0,,,0,,,
228,1,2013-03-11,5973,488,1,0,0,0,d,c,10800.0,,,1,18.0,2011.0,"Feb,May,Aug,Nov"
851,5,2015-07-17,6112,480,1,1,0,0,d,c,2330.0,,,1,49.0,2014.0,"Mar,Jun,Sept,Dec"
97,5,2015-06-05,7661,739,1,1,0,0,d,c,8980.0,,,0,,,
755,1,2014-05-12,9070,889,1,0,0,0,d,c,13130.0,12.0,2003.0,0,,,
559,4,2015-03-26,4963,690,1,0,0,0,d,a,3910.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
586,3,2013-03-27,17428,2698,1,1,0,1,a,c,250.0,10.0,2008.0,0,,,
16,2,2013-09-17,6407,838,1,0,0,0,a,c,3270.0,,,0,,,
1085,4,2014-01-09,8591,857,1,1,0,0,c,a,4030.0,2.0,2015.0,0,,,
166,4,2014-02-13,4457,682,1,0,0,0,a,c,100.0,4.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
365,2,2013-12-24,4090,464,1,0,0,1,c,a,2410.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
1008,6,2014-09-20,3754,609,1,0,0,0,a,c,30.0,9.0,2010.0,0,,,
188,3,2013-08-14,6034,507,1,1,0,1,d,a,850.0,,,1,18.0,2011.0,"Feb,May,Aug,Nov"
327,2,2013-05-21,7037,946,1,0,0,0,c,c,1390.0,12.0,2004.0,0,,,
771,6,2013-04-27,5287,525,1,0,0,0,a,a,20640.0,9.0,2007.0,0,,,
339,3,2013-09-11,4983,682,1,1,0,0,a,c,2280.0,,,1,10.0,2013.0,"Mar,Jun,Sept,Dec"
613,5,2014-03-07,6794,978,1,1,0,0,c,a,250.0,6.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
712,6,2014-04-19,6424,604,1,0,0,0,a,a,4870.0,9.0,2007.0,1,45.0,2009.0,"Jan,Apr,Jul,Oct"
423,1,2015-07-20,10279,1934,1,0,0,1,b,a,1270.0,5.0,2014.0,0,,,
1018,3,2013-07-31,16091,1727,1,1,0,1,c,c,140.0,9.0,2012.0,0,,,
711,3,2013-09-04,4986,381,1,0,0,1,d,a,17110.0,3.0,2007.0,1,5.0,2010.0,"Jan,Apr,Jul,Oct"
7,3,2014-06-11,8592,982,1,0,0,0,a,c,24000.0,4.0,2013.0,0,,,
180,6,2013-09-28,6843,857,1,0,0,0,d,a,5800.0,9.0,2010.0,0,,,
94,5,2014-11-21,5901,598,1,0,0,0,d,c,14620.0,,,0,,,
583,4,2014-02-20,3846,433,1,1,0,0,a,a,2640.0,11.0,2002.0,0,,,
606,2,2014-07-01,7290,728,1,1,0,0,a,a,2260.0,11.0,2007.0,0,,,
347,3,2014-07-09,3531,326,1,0,0,0,d,c,9360.0,7.0,2013.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
843,6,2013-03-16,11565,1401,1,0,0,0,c,a,60.0,4.0,2006.0,0,,,
349,2,2013-06-11,6252,731,1,0,0,0,c,c,1490.0,4.0,2009.0,0,,,
232,3,2014-06-04,3840,319,1,1,0,1,c,c,13570.0,5.0,2010.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec"
502,6,2013-10-05,8146,1166,1,0,0,0,a,a,220.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
456,1,2013-12-02,11054,1359,1,1,0,0,a,c,140.0,,,0,,,
534,3,2013-05-29,9828,734,1,1,0,1,d,a,1200.0,9.0,2009.0,1,45.0,2009.0,"Jan,Apr,Jul,Oct"
222,6,2013-09-07,2603,338,1,0,0,0,a,a,2170.0,11.0,2008.0,0,,,
321,4,2015-03-26,4787,512,1,0,0,0,c,c,8140.0,11.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
734,6,2014-02-01,4131,314,1,0,0,0,a,a,220.0,,,1,36.0,2013.0,"Mar,Jun,Sept,Dec"
84,2,2015-05-19,14871,1458,1,1,0,0,a,c,11810.0,8.0,2014.0,0,,,
842,1,2013-11-25,17592,1096,1,0,0,0,d,c,1200.0,11.0,2007.0,0,,,
473,1,2014-08-11,3207,475,1,0,0,1,a,a,50.0,,,0,,,
1096,4,2014-07-03,6075,680,1,1,0,0,a,c,1130.0,,,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
382,2,2015-07-07,6174,518,1,0,0,0,c,c,26130.0,11.0,2002.0,0,,,
475,1,2013-01-07,9253,1209,1,1,0,0,a,a,140.0,9.0,2005.0,0,,,
158,3,2013-02-06,7308,487,1,1,0,0,d,c,11840.0,,,1,31.0,2009.0,"Feb,May,Aug,Nov"
1061,6,2015-07-25,8679,635,1,0,0,0,d,c,8110.0,,,0,,,
257,5,2013-07-05,6600,783,1,1,0,1,a,a,420.0,12.0,2012.0,0,,,
492,3,2013-03-27,9699,1317,1,1,0,1,a,a,1740.0,3.0,2008.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
548,5,2015-02-20,6018,472,1,1,0,0,d,c,3760.0,2.0,2009.0,0,,,
689,3,2013-02-20,7691,730,1,1,0,0,d,a,15040.0,10.0,2004.0,0,,,
680,4,2014-07-24,3685,582,1,0,0,1,c,a,170.0,,,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
250,1,2014-10-27,6744,588,1,0,0,1,d,a,3520.0,,,1,18.0,2012.0,"Feb,May,Aug,Nov"
1008,1,2015-06-29,8213,854,1,1,0,0,a,c,30.0,9.0,2010.0,0,,,
643,4,2015-04-23,6457,864,1,0,0,0,a,a,230.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov"
754,5,2015-01-30,8919,985,1,1,0,0,c,c,380.0,5.0,2008.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
583,1,2014-06-30,7672,678,1,1,0,0,a,a,2640.0,11.0,2002.0,0,,,
253,4,2015-04-23,4352,594,1,0,0,0,a,c,250.0,,,1,5.0,2013.0,"Feb,May,Aug,Nov"
804,6,2014-01-11,7089,645,1,0,0,0,c,c,2100.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
167,5,2013-08-09,7730,928,1,0,0,1,a,a,140.0,4.0,2008.0,0,,,
1071,6,2013-08-31,5027,560,1,0,0,0,a,a,820.0,3.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
408,3,2015-05-27,3824,410,1,0,0,1,c,a,1560.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
470,2,2015-07-07,8970,1228,1,0,0,1,a,c,50.0,,,0,,,
808,3,2013-05-22,6452,537,1,0,0,1,a,a,18620.0,,,1,31.0,2009.0,"Feb,May,Aug,Nov"
988,6,2013-01-12,3128,504,1,0,0,0,a,a,30.0,11.0,2012.0,0,,,
111,2,2014-01-28,4205,431,1,0,0,0,d,c,7890.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
741,1,2013-12-16,14350,1419,1,1,0,0,d,c,11900.0,,,0,,,
164,2,2013-08-13,8082,765,1,1,0,1,a,a,1160.0,9.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
291,6,2013-01-12,4171,458,1,0,0,0,d,a,,,,0,,,
642,2,2015-03-31,5421,514,1,1,0,1,c,c,530.0,4.0,2005.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
4,1,2014-10-06,10575,1462,1,1,0,0,c,c,620.0,9.0,2009.0,0,,,
174,5,2013-06-28,5601,463,1,0,0,0,a,a,13090.0,,,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
960,5,2015-02-06,6991,531,1,1,0,0,d,a,8990.0,,,1,31.0,2009.0,"Feb,May,Aug,Nov"
354,5,2013-12-27,8027,711,1,0,0,1,d,c,1500.0,10.0,2005.0,0,,,
934,2,2014-11-18,5129,639,1,0,0,0,a,c,5460.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
264,6,2013-03-09,6662,964,1,0,0,0,a,a,180.0,3.0,2014.0,0,,,
786,3,2015-02-18,4259,613,1,1,0,0,a,a,290.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
124,2,2014-06-17,5192,662,1,1,0,0,a,a,1410.0,4.0,2003.0,0,,,
142,2,2013-05-07,4037,546,1,0,0,0,a,a,1090.0,7.0,2002.0,0,,,
869,4,2013-05-30,8307,1166,1,1,a,0,c,a,230.0,10.0,2001.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
982,4,2015-03-12,6047,594,1,0,0,0,d,a,21930.0,,,0,,,
703,4,2013-08-01,3921,386,1,1,0,1,a,a,80.0,6.0,2005.0,0,,,
661,1,2013-08-19,7895,687,1,0,0,0,d,c,2140.0,7.0,2013.0,0,,,
1071,4,2013-09-19,4267,638,1,0,0,0,a,a,820.0,3.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
931,1,2013-09-02,3393,421,1,0,0,0,a,c,1480.0,9.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
853,6,2015-04-25,7547,857,1,0,0,0,a,a,14040.0,,,0,,,
677,6,2013-07-13,7852,668,1,0,0,0,d,a,1740.0,6.0,2014.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
1101,4,2014-06-26,7242,820,1,0,0,0,d,c,4060.0,9.0,2012.0,0,,,
502,4,2015-05-21,10604,1486,1,1,0,0,a,a,220.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
965,6,2015-03-21,6670,700,1,0,0,0,a,c,110.0,,,0,,,
725,2,2013-07-30,7664,694,1,1,0,1,d,c,17540.0,6.0,2012.0,0,,,
921,5,2014-05-16,8420,1051,1,0,0,0,a,a,840.0,9.0,2006.0,0,,,
270,4,2014-07-03,10632,1325,1,1,0,0,a,a,1450.0,7.0,2014.0,0,,,
326,3,2014-09-10,3727,330,1,0,0,0,d,a,10070.0,5.0,2015.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
535,1,2015-01-05,13054,1316,1,1,0,1,a,a,3570.0,4.0,2007.0,0,,,
243,6,2013-10-26,5457,804,1,0,0,0,a,a,310.0,,,1,5.0,2013.0,"Feb,May,Aug,Nov"
744,5,2013-03-22,7266,839,1,1,0,0,a,a,1370.0,12.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
708,3,2013-02-27,1937,283,1,0,0,0,c,c,11470.0,10.0,2009.0,1,18.0,2014.0,"Jan,Apr,Jul,Oct"
623,2,2015-02-24,5762,730,1,0,0,0,a,a,4080.0,3.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
1001,2,2015-03-03,7719,826,1,1,0,0,c,a,19640.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
471,6,2015-04-04,9618,833,1,0,0,0,d,a,5300.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
833,3,2015-02-11,4526,461,1,0,0,0,d,c,3290.0,12.0,1999.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
328,4,2013-03-07,4357,578,1,1,0,0,a,a,3130.0,7.0,2002.0,0,,,
233,5,2014-05-16,8198,968,1,0,0,0,a,a,1890.0,,,0,,,
